id,text,platform,topic,time_of_day,text_length,has_emoji,word_count,contains_punctuation_emphasis,emotion
2530,The meeting got moved to Monday with no explanation. That's never good.,chat,health,afternoon,71,False,12,False,anxiety
2531,My mentor is leaving the company. Genuinely one of the best people here. Really.,chat,health,morning,80,False,14,False,disappointment
2532,My order arrived a day early and everything was perfect.,twitter,customer_service,night,56,False,10,False,joy
2533,Attached is the updated version of the report.,review,health,evening,46,False,8,False,neutral
2534,WE GOT THE FUNDING. Announcing next week. Cannot contain this.,review,product_feedback,night,62,False,10,False,excitement
2535,The leaderboard just updated and we moved to #2. LETS GO.,support_ticket,health,afternoon,57,False,11,False,excitement
2536,My favorite is when the loading spinner just spins forever. Very zen. Really.,twitter,tech,morning,77,False,13,False,sarcasm
2537,The new location doesn't have the same feel as the original at all.,review,personal,morning,67,False,13,False,disappointment
2538,"The movie was okay. Considering how long we waited, just okay feels bad..",chat,product_feedback,afternoon,73,False,13,False,disappointment
2539,I reviewed the document. A few minor edits noted in the comments.,chat,work,evening,65,False,12,False,neutral
2540,"The movie was okay. Considering how long we waited, just okay feels bad.",support_ticket,social,evening,72,False,13,False,disappointment
2541,My mom called just to say she's proud of me. I didn't realize I needed that.,chat,work,evening,76,False,16,False,joy
2542,Three years of night classes and I finally have the degree.,review,work,morning,59,False,11,False,pride
2543,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down. Really.,twitter,finance,night,90,False,18,False,frustration
2544,Got the feedback. A lot of it was fair. Still hard to read.,twitter,work,morning,59,False,13,False,disappointment
2545,New phone ships tomorrow. Haven't slept properly thinking about it.,twitter,social,afternoon,67,False,10,False,excitement
2546,Finally got accepted to the program I applied to three times. Really.,support_ticket,health,evening,69,False,12,False,excitement
2547,Oh you moved the settings menu again. Fun surprise.,support_ticket,product_feedback,morning,51,False,9,False,sarcasm
2548,First run in weeks and I feel like a new person.,chat,customer_service,night,48,False,11,False,joy
2549,My doctor said the results would be in by now. They're not.,twitter,finance,morning,59,False,12,False,anxiety
2550,Got promoted. Still can't believe it's real.,twitter,customer_service,evening,44,False,7,False,joy
2551,Haven't heard back after the final interview. It's been five days.,review,social,afternoon,66,False,11,False,anxiety
2552,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,twitter,product_feedback,night,82,False,14,False,anxiety
2553,Just got home and my dog went absolutely crazy. Best feeling ever.,chat,customer_service,afternoon,66,False,12,False,joy
2554,Love being told to clear my cache. Never heard that one before.,chat,personal,evening,63,False,12,False,sarcasm
2555,Attached is the updated version of the report.,chat,work,afternoon,46,False,8,False,neutral
2556,Kids fell asleep without a fight tonight. I might cry..,support_ticket,work,night,55,False,10,False,joy
2557,My parents watched me give the keynote. Worth every practice run.,twitter,tech,evening,65,False,11,False,pride
2558,My account got flagged for unusual activity. I didn't do anything unusual.,review,finance,morning,74,False,12,False,anxiety
2559,Shipped the feature in half the time we estimated. Team was incredible.,chat,customer_service,morning,71,False,12,False,pride
2560,The beta just went live. Watching signups come in real time. Insane..,review,customer_service,morning,69,False,12,False,excitement
2561,The trailer dropped and I've watched it four times already.,chat,tech,night,59,False,10,False,excitement
2562,My mentor is leaving the company. Genuinely one of the best people here.,chat,product_feedback,morning,72,False,13,False,disappointment
2563,The conference was underwhelming. Sessions felt rushed and surface level. Really.,twitter,personal,afternoon,81,False,11,False,disappointment
2564,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,twitter,product_feedback,night,82,False,14,False,anxiety
2565,Got a calendar invite titled 'Quick chat' from my manager. Just that.,support_ticket,finance,morning,69,False,12,False,anxiety
2566,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready..,support_ticket,work,afternoon,83,False,14,False,anxiety
2567,Replied to this exact email three times now. Does anyone actually read these?,review,customer_service,morning,77,False,13,True,frustration
2568,Kids fell asleep without a fight tonight. I might cry.,chat,work,night,54,False,10,False,joy
2569,My visa got approved. Moving to a new country in 6 weeks.!,support_ticket,customer_service,evening,58,False,12,True,excitement
2570,We didn't make it to the finals. The team gave everything. Still hurts. Honestly.,support_ticket,customer_service,morning,81,False,14,False,disappointment
2571,I reviewed the document. A few minor edits noted in the comments.,twitter,social,morning,65,False,12,False,neutral
2572,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,chat,tech,morning,80,False,14,False,anxiety
2573,Let me know if you need anything else from my end.,support_ticket,social,evening,50,False,11,False,neutral
2574,Built the whole thing myself. From scratch. It works. It actually works.,chat,tech,night,72,False,12,False,pride
2575,Waiting for feedback on the proposal. Refreshing my inbox every ten minutes.,twitter,tech,afternoon,76,False,12,False,anxiety
2576,Built the whole thing myself. From scratch. It works. It actually works..,chat,customer_service,afternoon,73,False,12,False,pride
2577,Shipped the feature in half the time we estimated. Team was incredible.,support_ticket,work,morning,71,False,12,False,pride
2578,They reduced the portion size and kept the price the same. Classic.,support_ticket,social,afternoon,67,False,12,False,disappointment
2579,I'll send over the details once I have them confirmed.,support_ticket,customer_service,morning,54,False,10,False,neutral
2580,Haven't heard back after the final interview. It's been five days.!,chat,product_feedback,afternoon,67,False,11,True,anxiety
2581,First run in weeks and I feel like a new person.,twitter,social,night,48,False,11,False,joy
2582,My doctor said the results would be in by now. They're not.,support_ticket,customer_service,afternoon,59,False,12,False,anxiety
2583,Kids fell asleep without a fight tonight. I might cry.,review,social,night,54,False,10,False,joy
2584,We didn't make it to the finals. The team gave everything. Still hurts.,support_ticket,product_feedback,evening,71,False,13,False,disappointment
2585,The form won't let me proceed without a field that doesn't apply to me.,support_ticket,health,evening,71,False,14,False,frustration
2586,The beta just went live. Watching signups come in real time. Insane.,chat,work,night,68,False,12,False,excitement
2587,Haven't checked the markets today. Probably shouldn't.,review,tech,afternoon,54,False,7,False,anxiety
2588,Company retreat next week. First time the whole team meets in person. Not sure what to think.,twitter,finance,morning,93,False,17,False,excitement
2589,The food was so good I ordered the same thing twice.,review,customer_service,evening,52,False,11,False,joy
2590,The system maintenance is scheduled for Sunday between 2am and 4am.,support_ticket,social,morning,67,False,11,False,neutral
2591,Our product just hit the front page. This is it.,review,personal,morning,48,False,10,False,excitement
2592,First run in weeks and I feel like a new person.,support_ticket,work,morning,48,False,11,False,joy
2593,The upgrade honestly isn't worth it at this price. Really.,support_ticket,product_feedback,afternoon,58,False,10,False,disappointment
2594,My team didn't need me to jump in once today. That's the whole goal.,twitter,health,evening,68,False,14,False,pride
2595,The new location doesn't have the same feel as the original at all.,twitter,personal,evening,67,False,13,False,disappointment
2596,The form won't let me proceed without a field that doesn't apply to me.,review,tech,afternoon,71,False,14,False,frustration
2597,"Yes, a survey right now makes perfect sense. Love the timing.",chat,work,afternoon,61,False,11,False,sarcasm
2598,Three stars. Not bad. But I wanted it to be great.,support_ticket,finance,evening,50,False,11,False,disappointment
2599,Had to repeat my account details to three different agents today.,support_ticket,tech,night,65,False,11,False,frustration
2600,The beta just went live. Watching signups come in real time. Insane..,chat,tech,morning,69,False,12,False,excitement
2601,The new version is available for download from the usual location.,chat,customer_service,night,66,False,11,False,neutral
2602,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,review,health,night,82,False,14,False,anxiety
2603,Reached out about the role I was really excited about. Already filled.!,twitter,work,evening,71,False,12,True,disappointment
2604,My team didn't need me to jump in once today. That's the whole goal.,review,tech,afternoon,68,False,14,False,pride
2605,The upgrade honestly isn't worth it at this price..,review,customer_service,night,51,False,9,False,disappointment
2606,Got early access. Installing right now. Hands literally shaking.,review,personal,morning,64,False,9,False,excitement
2607,Can't sleep again. Running through every possible thing that could go wrong.,support_ticket,tech,evening,76,False,12,False,anxiety
2608,First day at the new job tomorrow. Hope I made the right call..,review,personal,morning,63,False,13,False,anxiety
2609,Can't sleep again. Running through every possible thing that could go wrong.,review,product_feedback,night,76,False,12,False,anxiety
2610,Three separate apps for three things that used to be one. Progress.,support_ticket,tech,night,67,False,12,False,sarcasm
2611,New phone ships tomorrow. Haven't slept properly thinking about it.,chat,personal,evening,67,False,10,False,excitement
2612,The food was so good I ordered the same thing twice.,twitter,social,evening,52,False,11,False,joy
2613,The leaderboard just updated and we moved to #2. LETS GO.,review,personal,evening,57,False,11,False,excitement
2614,The upgrade honestly isn't worth it at this price.,chat,work,night,50,False,9,False,disappointment
2615,New season drops at midnight and I am very much awake.,chat,personal,evening,54,False,11,False,excitement
2616,The product we shipped is being used by people I've never met. Surreal. Not sure what to think.,chat,personal,morning,95,False,18,False,pride
2617,My mentor is leaving the company. Genuinely one of the best people here. Not sure what to think.,twitter,finance,evening,96,False,18,False,disappointment
2618,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,twitter,product_feedback,morning,82,False,17,False,frustration
2619,Nominated for the award by my peers. Means more than any other kind.,review,product_feedback,morning,68,False,13,False,pride
2620,Sent the email and immediately found a typo. To 300 people.,twitter,health,afternoon,59,False,11,False,anxiety
2621,The conference was underwhelming. Sessions felt rushed and surface level.,review,health,evening,73,False,10,False,disappointment
2622,Third time I've explained this issue in this ticket. Starting from scratch again.,support_ticket,social,evening,81,False,13,False,frustration
2623,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,chat,social,afternoon,82,False,17,False,frustration
2624,Can't sleep again. Running through every possible thing that could go wrong.,review,health,evening,76,False,12,False,anxiety
2625,Turned down a bigger offer to stay and lead this team. No regrets.,chat,personal,afternoon,66,False,13,False,pride
2626,"Charged twice. Refund requested. Eleven days later, nothing. Really.",twitter,finance,morning,68,False,9,False,frustration
2627,The team is currently working on it. Will update when complete.,chat,personal,morning,63,False,11,False,neutral
2628,First time ever finishing in the top 10. Years of training paid off.,support_ticket,work,morning,68,False,13,False,pride
2629,Thought we'd crossed a milestone today. Numbers say otherwise.!,twitter,customer_service,night,63,False,9,True,disappointment
2630,The product we shipped is being used by people I've never met. Surreal.,chat,personal,night,71,False,13,False,pride
2631,The beta just went live. Watching signups come in real time. Insane.!,twitter,customer_service,morning,69,False,12,True,excitement
2632,It's raining outside and I have nowhere to be. Perfect day.,twitter,product_feedback,afternoon,59,False,11,False,joy
2633,The fix they deployed made it worse. Not slightly worse. Much worse.,chat,product_feedback,night,68,False,12,False,frustration
2634,Love how the error message just says 'something went wrong'. So helpful.,review,health,afternoon,72,False,12,False,sarcasm
2635,Ordered the special and they were out of it. Just found out after waiting. Honestly.,chat,personal,morning,84,False,15,False,disappointment
2636,Kids fell asleep without a fight tonight. I might cry.,twitter,finance,evening,54,False,10,False,joy
2637,Turned down a bigger offer to stay and lead this team. No regrets.,review,finance,evening,66,False,13,False,pride
2638,First time ever finishing in the top 10. Years of training paid off.,review,tech,evening,68,False,13,False,pride
2639,The trailer dropped and I've watched it four times already.,twitter,work,night,59,False,10,False,excitement
2640,My article got cited in a research paper. Still processing that.,support_ticket,work,night,64,False,11,False,pride
2641,Turned down a bigger offer to stay and lead this team. No regrets. Not sure what to think.,support_ticket,personal,evening,90,False,18,False,pride
2642,Your subscription renews on the 15th of next month.,twitter,product_feedback,afternoon,51,False,9,False,neutral
2643,I'll send over the details once I have them confirmed.,chat,finance,morning,54,False,10,False,neutral
2644,My student passed her board exams. I taught her everything she used today.,review,work,evening,74,False,13,False,pride
2645,The office will be closed on Friday for the public holiday.,twitter,product_feedback,afternoon,59,False,11,False,neutral
2646,Got a calendar invite titled 'Quick chat' from my manager. Just that.,twitter,product_feedback,morning,69,False,12,False,anxiety
2647,The app crashes every single time I try to export. Every. Single. Time.,twitter,work,morning,71,False,13,False,frustration
2648,Finally got accepted to the program I applied to three times.,review,product_feedback,morning,61,False,11,False,excitement
2649,WE GOT THE FUNDING. Announcing next week. Cannot contain this.,chat,work,night,62,False,10,False,excitement
2650,Reached out about the role I was really excited about. Already filled.,twitter,tech,evening,70,False,12,False,disappointment
2651,They reduced the portion size and kept the price the same. Classic.,review,customer_service,evening,67,False,12,False,disappointment
2652,"Yes, a survey right now makes perfect sense. Love the timing.",twitter,social,afternoon,61,False,11,False,sarcasm
2653,My kid stood up for someone being bullied today. Without being asked.,twitter,personal,evening,69,False,12,False,pride
2654,"Oh wonderful, the app needs an update to do the thing it did yesterday. Not sure what to think.",chat,tech,evening,95,False,19,False,sarcasm
2655,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,chat,product_feedback,afternoon,80,False,14,False,anxiety
2656,Got early access. Installing right now. Hands literally shaking.,support_ticket,personal,afternoon,64,False,9,False,excitement
2657,"Yes, please send me one more email asking if my issue was resolved before it was.",support_ticket,health,afternoon,81,False,16,False,sarcasm
2658,New phone ships tomorrow. Haven't slept properly thinking about it.,chat,work,night,67,False,10,False,excitement
2659,Submitted my request two weeks ago. Still pending. No updates.,twitter,customer_service,evening,62,False,10,False,frustration
2660,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",support_ticket,social,morning,67,False,12,False,sarcasm
2661,Saw an old friend today completely by accident. Made my whole week.,support_ticket,tech,morning,67,False,12,False,joy
2662,My article got cited in a research paper. Still processing that.,review,work,evening,64,False,11,False,pride
2663,Paid for priority support. Currently waiting 6 hours for a response.,twitter,work,afternoon,68,False,11,False,frustration
2664,Let me know if you need anything else from my end.,review,tech,afternoon,50,False,11,False,neutral
2665,Had to repeat my account details to three different agents today. Honestly.,twitter,health,evening,75,False,12,False,frustration
2666,"Oh great, another update that changed everything I already knew how to use.",twitter,finance,evening,75,False,13,False,sarcasm
2667,"Yes, a survey right now makes perfect sense. Love the timing.",twitter,customer_service,night,61,False,11,False,sarcasm
2668,Deadline is in four hours and I'm still not confident this is ready.,review,personal,night,68,False,13,False,anxiety
2669,Your account has been created. You can log in with the email provided.,support_ticket,product_feedback,afternoon,70,False,13,False,neutral
2670,My student passed her board exams. I taught her everything she used today.,review,health,afternoon,74,False,13,False,pride
2671,Saw an old friend today completely by accident. Made my whole week.,support_ticket,personal,evening,67,False,12,False,joy
2672,Thought we'd crossed a milestone today. Numbers say otherwise.,chat,health,night,62,False,9,False,disappointment
2673,Saw an old friend today completely by accident. Made my whole week.,support_ticket,finance,morning,67,False,12,False,joy
2674,The website logged me out in the middle of completing a form. Lost everything.,support_ticket,tech,afternoon,78,False,14,False,frustration
2675,The form won't let me proceed without a field that doesn't apply to me.,review,health,afternoon,71,False,14,False,frustration
2676,The new location doesn't have the same feel as the original at all.,support_ticket,personal,morning,67,False,13,False,disappointment
2677,The collaboration fell through. We were really looking forward to it.,chat,product_feedback,night,69,False,11,False,disappointment
2678,Thanks for the 'fix'. The bug is now in a different place.,support_ticket,tech,night,58,False,12,False,sarcasm
2679,The system maintenance is scheduled for Sunday between 2am and 4am.,review,personal,morning,67,False,11,False,neutral
2680,My mom called just to say she's proud of me. I didn't realize I needed that.,chat,social,afternoon,76,False,16,False,joy
2681,Paid for priority support. Currently waiting 6 hours for a response.,chat,finance,evening,68,False,11,False,frustration
2682,Had to repeat my account details to three different agents today.,twitter,product_feedback,evening,65,False,11,False,frustration
2683,Just got home and my dog went absolutely crazy. Best feeling ever..,chat,finance,morning,67,False,12,False,joy
2684,Launching publicly tomorrow. What if nobody shows up. Honestly.,chat,tech,afternoon,63,False,9,False,anxiety
2685,Saw an old friend today completely by accident. Made my whole week..,chat,finance,evening,68,False,12,False,joy
2686,Company retreat next week. First time the whole team meets in person.,chat,tech,afternoon,69,False,12,False,excitement
2687,Replied to this exact email three times now. Does anyone actually read these?,review,finance,night,77,False,13,True,frustration
2688,The client said it was the best work they've received in years..,chat,customer_service,morning,64,False,12,False,pride
2689,"Charged twice. Refund requested. Eleven days later, nothing. Honestly.",twitter,personal,night,70,False,9,False,frustration
2690,The update broke the one feature I actually used.,review,customer_service,night,49,False,9,False,frustration
2691,Replied to this exact email three times now. Does anyone actually read these?,chat,social,evening,77,False,13,True,frustration
2692,Kids fell asleep without a fight tonight. I might cry.,twitter,work,night,54,False,10,False,joy
2693,My team didn't need me to jump in once today. That's the whole goal.,review,health,evening,68,False,14,False,pride
2694,We didn't make it to the finals. The team gave everything. Still hurts.,chat,personal,afternoon,71,False,13,False,disappointment
2695,The package should arrive between Tuesday and Thursday.,chat,personal,morning,55,False,8,False,neutral
2696,The sunset tonight was unreal. Had to put my phone down just to watch.,support_ticket,personal,afternoon,70,False,14,False,joy
2697,The system maintenance is scheduled for Sunday between 2am and 4am.,review,product_feedback,morning,67,False,11,False,neutral
2698,Finally got accepted to the program I applied to three times.,twitter,health,morning,61,False,11,False,excitement
2699,Sent the email and immediately found a typo. To 300 people.,chat,finance,afternoon,59,False,11,False,anxiety
2700,The collaboration fell through. We were really looking forward to it.,chat,personal,night,69,False,11,False,disappointment
2701,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",review,customer_service,afternoon,77,False,14,False,sarcasm
2702,The beta just went live. Watching signups come in real time. Insane..,support_ticket,social,afternoon,69,False,12,False,excitement
2703,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,chat,tech,morning,80,False,14,False,anxiety
2704,The sequel didn't capture anything that made the original special.,review,social,night,66,False,10,False,disappointment
2705,Haven't checked the markets today. Probably shouldn't.,review,social,night,54,False,7,False,anxiety
2706,My order shows delivered but there is nothing at my door.,support_ticket,finance,morning,57,False,11,False,frustration
2707,Got a calendar invite titled 'Quick chat' from my manager. Just that. Not sure what to think.,support_ticket,work,afternoon,93,False,17,False,anxiety
2708,My article got cited in a research paper. Still processing that.,support_ticket,health,night,64,False,11,False,pride
2709,Ordered the special and they were out of it. Just found out after waiting. Honestly.,twitter,finance,afternoon,84,False,15,False,disappointment
2710,My order arrived a day early and everything was perfect.,review,tech,afternoon,56,False,10,False,joy
2711,The new location doesn't have the same feel as the original at all.,chat,tech,evening,67,False,13,False,disappointment
2712,Launching publicly tomorrow. What if nobody shows up. Not sure what to think.,chat,health,evening,77,False,13,False,anxiety
2713,The update broke the one feature I actually used. Not sure what to think.,chat,customer_service,morning,73,False,14,False,frustration
2714,Saw an old friend today completely by accident. Made my whole week. Not sure what to think.,review,personal,evening,91,False,17,False,joy
2715,The conference was underwhelming. Sessions felt rushed and surface level.,support_ticket,health,morning,73,False,10,False,disappointment
2716,My mom called just to say she's proud of me. I didn't realize I needed that.,review,tech,night,76,False,16,False,joy
2717,My mom called just to say she's proud of me. I didn't realize I needed that.,review,health,afternoon,76,False,16,False,joy
2718,The sequel didn't capture anything that made the original special.,twitter,tech,morning,66,False,10,False,disappointment
2719,The product we shipped is being used by people I've never met. Surreal.,support_ticket,social,morning,71,False,13,False,pride
2720,The coffee this morning hit different. Life is good.,review,tech,evening,52,False,9,False,joy
2721,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,support_ticket,personal,afternoon,82,False,17,False,frustration
2722,New season drops at midnight and I am very much awake.,chat,health,afternoon,54,False,11,False,excitement
2723,Paid for priority support. Currently waiting 6 hours for a response.,twitter,tech,morning,68,False,11,False,frustration
2724,We bootstrapped to profitability. No outside funding. Just us.,review,work,afternoon,62,False,9,False,pride
2725,The conference was underwhelming. Sessions felt rushed and surface level. Honestly.,twitter,health,night,83,False,11,False,disappointment
2726,We bootstrapped to profitability. No outside funding. Just us.,support_ticket,work,evening,62,False,9,False,pride
2727,New season drops at midnight and I am very much awake. Really.,chat,social,night,62,False,12,False,excitement
2728,They reduced the portion size and kept the price the same. Classic. Really.,review,personal,afternoon,75,False,13,False,disappointment
2729,Got a calendar invite titled 'Quick chat' from my manager. Just that. Really.,chat,personal,evening,77,False,13,False,anxiety
2730,Let me know if you need anything else from my end.,twitter,customer_service,afternoon,50,False,11,False,neutral
2731,Oh you moved the settings menu again. Fun surprise.,chat,social,evening,51,False,9,False,sarcasm
2732,The server is responding slowly and we have a demo in 20 minutes.,chat,social,morning,65,False,13,False,anxiety
2733,"Yes, please send me one more email asking if my issue was resolved before it was..",twitter,product_feedback,night,82,False,16,False,sarcasm
2734,Let me know if you need anything else from my end.,support_ticket,social,night,50,False,11,False,neutral
2735,Can't sleep again. Running through every possible thing that could go wrong.,review,personal,afternoon,76,False,12,False,anxiety
2736,We hit 10k users today. Started this project alone in my bedroom.,chat,work,night,65,False,12,False,excitement
2737,WE GOT THE FUNDING. Announcing next week. Cannot contain this.,chat,personal,night,62,False,10,False,excitement
2738,"Yes, please send me one more email asking if my issue was resolved before it was. Really.",review,personal,evening,89,False,17,False,sarcasm
2739,Turned down a bigger offer to stay and lead this team. No regrets.,chat,social,afternoon,66,False,13,False,pride
2740,Got a handwritten thank you note from a customer. Framed it.,support_ticket,social,morning,60,False,11,False,joy
2741,Kids fell asleep without a fight tonight. I might cry.,support_ticket,social,evening,54,False,10,False,joy
2742,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,support_ticket,product_feedback,morning,80,False,14,False,anxiety
2743,Another terms and conditions update. Can't wait to not read it.,twitter,tech,evening,63,False,11,False,sarcasm
2744,The system maintenance is scheduled for Sunday between 2am and 4am.,support_ticket,health,evening,67,False,11,False,neutral
2745,The new version is available for download from the usual location.,chat,tech,evening,66,False,11,False,neutral
2746,"Charged twice. Refund requested. Eleven days later, nothing.!",twitter,personal,morning,61,False,8,True,frustration
2747,Sent the email and immediately found a typo. To 300 people.,chat,tech,morning,59,False,11,False,anxiety
2748,The sequel didn't capture anything that made the original special. Honestly.,twitter,product_feedback,evening,76,False,11,False,disappointment
2749,Third time I've explained this issue in this ticket. Starting from scratch again. Not sure what to think.,review,social,evening,105,False,18,False,frustration
2750,Just demoed to our biggest potential client ever. They want a proposal.,twitter,health,afternoon,71,False,12,False,excitement
2751,They reduced the portion size and kept the price the same. Classic.,review,customer_service,night,67,False,12,False,disappointment
2752,Sent the email and immediately found a typo. To 300 people.!,review,work,evening,60,False,11,True,anxiety
2753,We didn't make it to the finals. The team gave everything. Still hurts.,twitter,finance,evening,71,False,13,False,disappointment
2754,Three separate apps for three things that used to be one. Progress.,twitter,work,afternoon,67,False,12,False,sarcasm
2755,My kid stood up for someone being bullied today. Without being asked.,support_ticket,personal,evening,69,False,12,False,pride
2756,Haven't heard back after the final interview. It's been five days.,review,finance,morning,66,False,11,False,anxiety
2757,Your subscription renews on the 15th of next month.,support_ticket,social,morning,51,False,9,False,neutral
2758,Saw an old friend today completely by accident. Made my whole week.,chat,customer_service,morning,67,False,12,False,joy
2759,The website logged me out in the middle of completing a form. Lost everything. Not sure what to think.,support_ticket,health,evening,102,False,19,False,frustration
2760,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready. Not sure what to think.,support_ticket,customer_service,afternoon,106,False,19,False,anxiety
2761,The app crashes every single time I try to export. Every. Single. Time.,review,social,night,71,False,13,False,frustration
2762,Haven't checked the markets today. Probably shouldn't.,chat,social,morning,54,False,7,False,anxiety
2763,Reached out about the role I was really excited about. Already filled.!,review,customer_service,morning,71,False,12,True,disappointment
2764,The fix they deployed made it worse. Not slightly worse. Much worse. Honestly.,support_ticket,social,afternoon,78,False,13,False,frustration
2765,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",support_ticket,health,night,67,False,12,False,sarcasm
2766,My order shows delivered but there is nothing at my door.,review,product_feedback,night,57,False,11,False,frustration
2767,The food was so good I ordered the same thing twice.,twitter,finance,evening,52,False,11,False,joy
2768,"Oh great, another update that changed everything I already knew how to use.",chat,product_feedback,evening,75,False,13,False,sarcasm
2769,Confirming receipt of your message. We'll follow up shortly.,support_ticket,work,night,60,False,9,False,neutral
2770,First run in weeks and I feel like a new person. Really.,review,finance,afternoon,56,False,12,False,joy
2771,Finally got accepted to the program I applied to three times.,support_ticket,finance,evening,61,False,11,False,excitement
2772,First day at the new job tomorrow. Hope I made the right call.,chat,finance,evening,62,False,13,False,anxiety
2773,Nominated for the award by my peers. Means more than any other kind.,twitter,social,night,68,False,13,False,pride
2774,The website logged me out in the middle of completing a form. Lost everything.,review,personal,afternoon,78,False,14,False,frustration
2775,Haven't checked the markets today. Probably shouldn't.,twitter,product_feedback,night,54,False,7,False,anxiety
2776,The system maintenance is scheduled for Sunday between 2am and 4am.,support_ticket,personal,afternoon,67,False,11,False,neutral
2777,Shipped the feature in half the time we estimated. Team was incredible.,support_ticket,personal,afternoon,71,False,12,False,pride
2778,Expected a lot more based on the reviews. It's fine. Just fine.,twitter,tech,evening,63,False,12,False,disappointment
2779,Ordered the special and they were out of it. Just found out after waiting.,chat,work,morning,74,False,14,False,disappointment
2780,The leaderboard just updated and we moved to #2. LETS GO. Honestly.,chat,work,evening,67,False,12,False,excitement
2781,Reached out about the role I was really excited about. Already filled. Not sure what to think.,chat,work,evening,94,False,17,False,disappointment
2782,We didn't make it to the finals. The team gave everything. Still hurts.,chat,finance,evening,71,False,13,False,disappointment
2783,Let me know if you need anything else from my end.,support_ticket,tech,morning,50,False,11,False,neutral
2784,The sequel didn't capture anything that made the original special.,support_ticket,finance,morning,66,False,10,False,disappointment
2785,My kid stood up for someone being bullied today. Without being asked.,support_ticket,work,night,69,False,12,False,pride
2786,Another terms and conditions update. Can't wait to not read it.!,review,tech,morning,64,False,11,True,sarcasm
2787,The upgrade honestly isn't worth it at this price.,twitter,work,night,50,False,9,False,disappointment
2788,Can't sleep again. Running through every possible thing that could go wrong.,twitter,health,night,76,False,12,False,anxiety
2789,The system maintenance is scheduled for Sunday between 2am and 4am.,support_ticket,customer_service,morning,67,False,11,False,neutral
2790,"Yes, a survey right now makes perfect sense. Love the timing.!",support_ticket,finance,evening,62,False,11,True,sarcasm
2791,The form won't let me proceed without a field that doesn't apply to me.!,twitter,personal,night,72,False,14,True,frustration
2792,Your account has been created. You can log in with the email provided.,review,health,evening,70,False,13,False,neutral
2793,Had to repeat my account details to three different agents today.,chat,social,morning,65,False,11,False,frustration
2794,The leaderboard just updated and we moved to #2. LETS GO.,review,work,afternoon,57,False,11,False,excitement
2795,Expected a lot more based on the reviews. It's fine. Just fine..,twitter,finance,night,64,False,12,False,disappointment
2796,We hit 10k users today. Started this project alone in my bedroom. Not sure what to think.,twitter,tech,morning,89,False,17,False,excitement
2797,My parents watched me give the keynote. Worth every practice run.,review,customer_service,night,65,False,11,False,pride
2798,Finally finished the book I started six months ago. So worth it.,twitter,finance,afternoon,64,False,12,False,joy
2799,Can't sleep again. Running through every possible thing that could go wrong.,chat,product_feedback,night,76,False,12,False,anxiety
2800,The server is responding slowly and we have a demo in 20 minutes.,chat,personal,night,65,False,13,False,anxiety
2801,I'll send over the details once I have them confirmed.,support_ticket,finance,afternoon,54,False,10,False,neutral
2802,The update broke the one feature I actually used. Honestly.,chat,social,morning,59,False,10,False,frustration
2803,Had to repeat my account details to three different agents today.,chat,tech,afternoon,65,False,11,False,frustration
2804,Finally got accepted to the program I applied to three times. Not sure what to think.,support_ticket,work,afternoon,85,False,16,False,excitement
2805,My favorite is when the loading spinner just spins forever. Very zen.,twitter,finance,morning,69,False,12,False,sarcasm
2806,Asked for a supervisor. Was put back in the queue. Unbelievable.,review,finance,morning,64,False,11,False,frustration
2807,Finally got accepted to the program I applied to three times.,support_ticket,product_feedback,morning,61,False,11,False,excitement
2808,Replied to this exact email three times now. Does anyone actually read these?,review,customer_service,afternoon,77,False,13,True,frustration
2809,My article got cited in a research paper. Still processing that.,review,work,night,64,False,11,False,pride
2810,"Oh great, another update that changed everything I already knew how to use.",chat,finance,evening,75,False,13,False,sarcasm
2811,The trailer dropped and I've watched it four times already. Really.,support_ticket,work,night,67,False,11,False,excitement
2812,We hit a goal everyone said was unrealistic. Feels good to be unrealistic. Honestly.,review,tech,evening,84,False,14,False,pride
2813,Got a calendar invite titled 'Quick chat' from my manager. Just that.,support_ticket,personal,afternoon,69,False,12,False,anxiety
2814,The server is responding slowly and we have a demo in 20 minutes.,review,customer_service,afternoon,65,False,13,False,anxiety
2815,My visa got approved. Moving to a new country in 6 weeks.,twitter,customer_service,morning,57,False,12,False,excitement
2816,The beta just went live. Watching signups come in real time. Insane.,chat,finance,morning,68,False,12,False,excitement
2817,My article got cited in a research paper. Still processing that.,review,product_feedback,night,64,False,11,False,pride
